Project_ID,Project_Name,Location,Energy_Generated_kWh,Weather_Score,Grid_Emission_Factor,CO2_Reduced_tons
SOL2790,Solar Project Amravati 2790,Amravati,6631,0.86,0.8,5.29
HYDRO0902,Hydro Station Satara 902,Satara,8688,0.73,0.8,6.95
FOR0616,Afforestation Nashik 616,Nashik,0,0.75,0.7,13.42
SOL2791,Solar Project Kolhapur 2791,Kolhapur,7651,0.83,0.81,6.18
FOR0617,Afforestation Pune 617,Pune,0,0.73,0.7,11.97
SOL2792,Solar Project Mumbai 2792,Mumbai,8533,0.83,0.8,6.83
SOL2793,Solar Project Pune 2793,Pune,9784,0.83,0.81,7.9
FOR0618,Afforestation Nashik 618,Nashik,0,0.73,0.7,10.54
BIO0656,BioEnergy Nashik 656,Nashik,3740,0.89,0.85,3.18
WIND1230,Wind Farm Nashik 1230,Nashik,11812,0.75,0.83,9.77
FOR0619,Afforestation Kolhapur 619,Kolhapur,0,0.68,0.7,6.66
WIND1231,Wind Farm Nashik 1231,Nashik,10288,0.71,0.81,8.34
SOL2794,Solar Project Pune 2794,Pune,4101,0.78,0.83,3.42
WIND1232,Wind Farm Solapur 1232,Solapur,10896,0.77,0.83,9.09
SOL2795,Solar Project Satara 2795,Satara,8271,0.82,0.82,6.81
BIO0657,BioEnergy Pune 657,Pune,2911,0.83,0.84,2.45
SOL2796,Solar Project Pune 2796,Pune,10642,0.85,0.81,8.6
WIND1233,Wind Farm Sindhudurg 1233,Sindhudurg,12743,0.77,0.82,10.39
FOR0620,Afforestation Ratnagiri 620,Ratnagiri,0,0.69,0.7,10.39
WIND1234,Wind Farm Mumbai 1234,Mumbai,12143,0.74,0.82,9.96
BIO0658,BioEnergy Sangli 658,Sangli,6192,0.85,0.89,5.5
SOL2797,Solar Project Aurangabad 2797,Aurangabad,7789,0.89,0.83,6.45
WIND1235,Wind Farm Ahmednagar 1235,Ahmednagar,14606,0.75,0.81,11.84
SOL2798,Solar Project Nashik 2798,Nashik,12255,0.85,0.83,10.23
HYDRO0903,Hydro Station Pune 903,Pune,14736,0.75,0.8,11.86
HYDRO0904,Hydro Station Nagpur 904,Nagpur,7718,0.76,0.78,6.05
SOL2799,Solar Project Nagpur 2799,Nagpur,9711,0.82,0.78,7.58
FOR0621,Afforestation Nashik 621,Nashik,0,0.73,0.7,10.24
WIND1236,Wind Farm Ratnagiri 1236,Ratnagiri,11292,0.76,0.8,9.03
SOL2800,Solar Project Nagpur 2800,Nagpur,10794,0.86,0.81,8.78
HYDRO0905,Hydro Station Satara 905,Satara,4670,0.82,0.83,3.86
SOL2801,Solar Project Thane 2801,Thane,8810,0.77,0.85,7.47
SOL2802,Solar Project Nashik 2802,Nashik,8199,0.81,0.83,6.78
BIO0659,BioEnergy Kolhapur 659,Kolhapur,5352,0.83,0.86,4.62
SOL2803,Solar Project Aurangabad 2803,Aurangabad,9839,0.78,0.77,7.62
WIND1237,Wind Farm Kolhapur 1237,Kolhapur,11717,0.72,0.78,9.08
HYDRO0906,Hydro Station Pune 906,Pune,7211,0.79,0.79,5.66
SOL2804,Solar Project Nagpur 2804,Nagpur,10988,0.92,0.78,8.62
BIO0660,BioEnergy Nashik 660,Nashik,2605,0.83,0.85,2.23
HYDRO0907,Hydro Station Nashik 907,Nashik,9461,0.75,0.81,7.62
SOL2805,Solar Project Latur 2805,Latur,8221,0.85,0.85,6.96
FOR0622,Afforestation Ratnagiri 622,Ratnagiri,0,0.72,0.7,8.77
BIO0661,BioEnergy Sangli 661,Sangli,4687,0.83,0.84,3.96
WIND1238,Wind Farm Ratnagiri 1238,Ratnagiri,13135,0.74,0.83,10.93
SOL2806,Solar Project Mumbai 2806,Mumbai,6858,0.89,0.83,5.68
SOL2807,Solar Project Nanded 2807,Nanded,7476,0.83,0.82,6.11
SOL2808,Solar Project Kolhapur 2808,Kolhapur,8411,0.91,0.85,7.17
BIO0662,BioEnergy Jalgaon 662,Jalgaon,4587,0.86,0.88,4.03
SOL2809,Solar Project Satara 2809,Satara,8178,0.8,0.81,6.65
SOL2810,Solar Project Mumbai 2810,Mumbai,9280,0.84,0.81,7.55
FOR0623,Afforestation Nashik 623,Nashik,0,0.66,0.7,12.19
SOL2811,Solar Project Latur 2811,Latur,14713,0.83,0.83,12.14
HYDRO0908,Hydro Station Kolhapur 908,Kolhapur,8685,0.76,0.82,7.16
WIND1239,Wind Farm Kolhapur 1239,Kolhapur,11860,0.73,0.78,9.29
SOL2812,Solar Project Amravati 2812,Amravati,11075,0.94,0.78,8.66
WIND1240,Wind Farm Satara 1240,Satara,11540,0.76,0.79,9.16
SOL2813,Solar Project Aurangabad 2813,Aurangabad,9468,0.91,0.78,7.34
SOL2814,Solar Project Nashik 2814,Nashik,12021,0.94,0.8,9.59
SOL2815,Solar Project Kolhapur 2815,Kolhapur,11135,0.78,0.81,9.03
HYDRO0909,Hydro Station Aurangabad 909,Aurangabad,11710,0.74,0.82,9.6
SOL2816,Solar Project Amravati 2816,Amravati,10421,0.83,0.83,8.68
BIO0663,BioEnergy Jalgaon 663,Jalgaon,3869,0.87,0.84,3.26
BIO0664,BioEnergy Sangli 664,Sangli,4346,0.9,0.88,3.81
HYDRO0910,Hydro Station Aurangabad 910,Aurangabad,6306,0.81,0.81,5.13
HYDRO0911,Hydro Station Pune 911,Pune,9553,0.75,0.78,7.46
SOL2817,Solar Project Aurangabad 2817,Aurangabad,6513,0.8,0.8,5.22
SOL2818,Solar Project Kolhapur 2818,Kolhapur,7233,0.77,0.85,6.18
SOL2819,Solar Project Aurangabad 2819,Aurangabad,11389,0.82,0.78,8.94
SOL2820,Solar Project Nagpur 2820,Nagpur,7169,0.87,0.82,5.86
WIND1241,Wind Farm Solapur 1241,Solapur,10306,0.78,0.82,8.41
FOR0624,Afforestation Pune 624,Pune,0,0.64,0.7,9.95
WIND1242,Wind Farm Ratnagiri 1242,Ratnagiri,10429,0.71,0.8,8.33
SOL2821,Solar Project Mumbai 2821,Mumbai,7870,0.84,0.81,6.4
SOL2822,Solar Project Thane 2822,Thane,8769,0.87,0.82,7.16
SOL2823,Solar Project Aurangabad 2823,Aurangabad,9945,0.81,0.82,8.14
SOL2824,Solar Project Thane 2824,Thane,6741,0.87,0.82,5.53
SOL2825,Solar Project Mumbai 2825,Mumbai,11566,0.83,0.83,9.61
WIND1243,Wind Farm Satara 1243,Satara,12339,0.78,0.85,10.55
HYDRO0912,Hydro Station Kolhapur 912,Kolhapur,11976,0.71,0.81,9.7
SOL2826,Solar Project Solapur 2826,Solapur,6337,0.82,0.82,5.22
WIND1244,Wind Farm Nashik 1244,Nashik,11207,0.78,0.79,8.89
SOL2827,Solar Project Pune 2827,Pune,6867,0.81,0.8,5.49
SOL2828,Solar Project Latur 2828,Latur,10184,0.84,0.8,8.17
SOL2829,Solar Project Nagpur 2829,Nagpur,11039,0.83,0.81,8.98
SOL2830,Solar Project Amravati 2830,Amravati,9831,0.85,0.84,8.26
WIND1245,Wind Farm Solapur 1245,Solapur,10708,0.75,0.8,8.52
SOL2831,Solar Project Pune 2831,Pune,10793,0.92,0.82,8.85
FOR0625,Afforestation Nashik 625,Nashik,0,0.69,0.7,12.25
FOR0626,Afforestation Nashik 626,Nashik,0,0.72,0.7,11.94
WIND1246,Wind Farm Solapur 1246,Solapur,12767,0.73,0.8,10.24
WIND1247,Wind Farm Nashik 1247,Nashik,12197,0.83,0.78,9.47
WIND1248,Wind Farm Solapur 1248,Solapur,12791,0.73,0.76,9.7
SOL2832,Solar Project Aurangabad 2832,Aurangabad,11532,0.94,0.86,9.94
SOL2833,Solar Project Nanded 2833,Nanded,5434,0.87,0.8,4.37
HYDRO0913,Hydro Station Kolhapur 913,Kolhapur,10666,0.72,0.82,8.78
WIND1249,Wind Farm Pune 1249,Pune,11083,0.81,0.83,9.19
HYDRO0914,Hydro Station Aurangabad 914,Aurangabad,6328,0.79,0.86,5.45
WIND1250,Wind Farm Kolhapur 1250,Kolhapur,12761,0.7,0.8,10.24
SOL2834,Solar Project Kolhapur 2834,Kolhapur,4831,0.96,0.81,3.93
HYDRO0915,Hydro Station Nashik 915,Nashik,11737,0.73,0.83,9.7
SOL2835,Solar Project Mumbai 2835,Mumbai,6538,0.83,0.82,5.37
HYDRO0916,Hydro Station Pune 916,Pune,6831,0.79,0.8,5.47
SOL2836,Solar Project Latur 2836,Latur,6262,0.83,0.78,4.88
SOL2837,Solar Project Amravati 2837,Amravati,9796,0.84,0.83,8.1
SOL2838,Solar Project Latur 2838,Latur,8538,0.99,0.85,7.24
SOL2839,Solar Project Latur 2839,Latur,10837,0.79,0.81,8.74
SOL2840,Solar Project Aurangabad 2840,Aurangabad,7094,0.85,0.85,6.03
SOL2841,Solar Project Mumbai 2841,Mumbai,11872,0.78,0.81,9.63
FOR0627,Afforestation Pune 627,Pune,0,0.61,0.7,9.24
SOL2842,Solar Project Kolhapur 2842,Kolhapur,7604,0.92,0.81,6.15
BIO0665,BioEnergy Sangli 665,Sangli,5951,0.88,0.9,5.36
WIND1251,Wind Farm Satara 1251,Satara,11349,0.73,0.83,9.38
FOR0628,Afforestation Thane 628,Thane,0,0.71,0.7,12.49
WIND1252,Wind Farm Satara 1252,Satara,12014,0.7,0.82,9.9
HYDRO0917,Hydro Station Pune 917,Pune,9337,0.76,0.81,7.61
SOL2843,Solar Project Nanded 2843,Nanded,11563,0.83,0.83,9.63
SOL2844,Solar Project Nagpur 2844,Nagpur,9795,0.84,0.8,7.85
SOL2845,Solar Project Nagpur 2845,Nagpur,11810,0.79,0.85,9.98
WIND1253,Wind Farm Sindhudurg 1253,Sindhudurg,15655,0.75,0.79,12.35
FOR0629,Afforestation Ratnagiri 629,Ratnagiri,0,0.69,0.7,10.36
WIND1254,Wind Farm Ahmednagar 1254,Ahmednagar,15961,0.73,0.83,13.25
SOL2846,Solar Project Solapur 2846,Solapur,7893,0.82,0.81,6.39
WIND1255,Wind Farm Ahmednagar 1255,Ahmednagar,13287,0.69,0.82,10.85
SOL2847,Solar Project Satara 2847,Satara,9429,0.87,0.78,7.38
WIND1256,Wind Farm Solapur 1256,Solapur,14940,0.84,0.8,11.93
SOL2848,Solar Project Kolhapur 2848,Kolhapur,11547,0.8,0.8,9.28
FOR0630,Afforestation Nashik 630,Nashik,0,0.77,0.7,10.35
WIND1257,Wind Farm Kolhapur 1257,Kolhapur,10247,0.65,0.8,8.24
BIO0666,BioEnergy Nashik 666,Nashik,4959,0.86,0.9,4.46
FOR0631,Afforestation Ratnagiri 631,Ratnagiri,0,0.78,0.7,9.99
BIO0667,BioEnergy Nashik 667,Nashik,3356,0.87,0.85,2.87
BIO0668,BioEnergy Kolhapur 668,Kolhapur,4810,0.91,0.86,4.15
SOL2849,Solar Project Thane 2849,Thane,12565,0.9,0.79,9.88
HYDRO0918,Hydro Station Satara 918,Satara,7877,0.68,0.82,6.42
SOL2850,Solar Project Nagpur 2850,Nagpur,13647,0.85,0.86,11.71
BIO0669,BioEnergy Kolhapur 669,Kolhapur,3922,0.86,0.89,3.48
SOL2851,Solar Project Solapur 2851,Solapur,6795,0.81,0.8,5.45
SOL2852,Solar Project Latur 2852,Latur,10678,0.89,0.77,8.19
WIND1258,Wind Farm Pune 1258,Pune,10422,0.7,0.79,8.25
FOR0632,Afforestation Mumbai 632,Mumbai,0,0.73,0.7,9.93
SOL2853,Solar Project Kolhapur 2853,Kolhapur,6592,0.76,0.83,5.49
WIND1259,Wind Farm Pune 1259,Pune,14071,0.78,0.82,11.6
WIND1260,Wind Farm Satara 1260,Satara,12060,0.78,0.81,9.78
FOR0633,Afforestation Kolhapur 633,Kolhapur,0,0.68,0.7,10.95
HYDRO0919,Hydro Station Aurangabad 919,Aurangabad,10776,0.71,0.76,8.22
WIND1261,Wind Farm Kolhapur 1261,Kolhapur,11821,0.64,0.79,9.38
SOL2854,Solar Project Kolhapur 2854,Kolhapur,11052,0.89,0.85,9.36
HYDRO0920,Hydro Station Nagpur 920,Nagpur,13038,0.66,0.79,10.36
HYDRO0921,Hydro Station Kolhapur 921,Kolhapur,8470,0.67,0.84,7.07
BIO0670,BioEnergy Kolhapur 670,Kolhapur,3314,0.87,0.89,2.96
WIND1262,Wind Farm Ahmednagar 1262,Ahmednagar,14355,0.77,0.82,11.76
SOL2855,Solar Project Kolhapur 2855,Kolhapur,10189,0.84,0.81,8.24
SOL2856,Solar Project Nagpur 2856,Nagpur,10778,0.86,0.82,8.86
SOL2857,Solar Project Nanded 2857,Nanded,10661,0.94,0.83,8.84
HYDRO0922,Hydro Station Nagpur 922,Nagpur,8180,0.7,0.83,6.75
WIND1263,Wind Farm Kolhapur 1263,Kolhapur,12458,0.74,0.82,10.2
SOL2858,Solar Project Latur 2858,Latur,5846,0.77,0.8,4.68
HYDRO0923,Hydro Station Nagpur 923,Nagpur,7959,0.73,0.78,6.23
HYDRO0924,Hydro Station Satara 924,Satara,7652,0.81,0.84,6.46
SOL2859,Solar Project Latur 2859,Latur,8887,0.77,0.78,6.97
SOL2860,Solar Project Latur 2860,Latur,7605,0.84,0.81,6.14
BIO0671,BioEnergy Pune 671,Pune,4129,0.83,0.83,3.41
SOL2861,Solar Project Nashik 2861,Nashik,9801,0.88,0.82,8.03
SOL2862,Solar Project Mumbai 2862,Mumbai,8779,0.79,0.79,6.97
SOL2863,Solar Project Nashik 2863,Nashik,10061,0.86,0.83,8.37
SOL2864,Solar Project Solapur 2864,Solapur,9889,0.95,0.78,7.75
SOL2865,Solar Project Amravati 2865,Amravati,10730,0.88,0.84,9.04
WIND1264,Wind Farm Mumbai 1264,Mumbai,12064,0.73,0.81,9.71
SOL2866,Solar Project Kolhapur 2866,Kolhapur,9269,0.85,0.81,7.51
SOL2867,Solar Project Aurangabad 2867,Aurangabad,11274,0.88,0.81,9.16
WIND1265,Wind Farm Ahmednagar 1265,Ahmednagar,13862,0.69,0.79,10.97
HYDRO0925,Hydro Station Pune 925,Pune,11145,0.78,0.83,9.31
SOL2868,Solar Project Aurangabad 2868,Aurangabad,10158,0.9,0.82,8.3
SOL2869,Solar Project Nagpur 2869,Nagpur,4623,0.78,0.81,3.72
BIO0672,BioEnergy Jalgaon 672,Jalgaon,1972,0.89,0.88,1.73
SOL2870,Solar Project Kolhapur 2870,Kolhapur,5214,0.88,0.78,4.08
SOL2871,Solar Project Nagpur 2871,Nagpur,11010,0.8,0.78,8.63
SOL2872,Solar Project Pune 2872,Pune,8259,0.82,0.82,6.75
WIND1266,Wind Farm Ahmednagar 1266,Ahmednagar,10884,0.76,0.81,8.77
FOR0634,Afforestation Kolhapur 634,Kolhapur,0,0.72,0.7,10.22
HYDRO0926,Hydro Station Aurangabad 926,Aurangabad,13454,0.7,0.79,10.69
SOL2873,Solar Project Kolhapur 2873,Kolhapur,9227,0.89,0.79,7.28
BIO0673,BioEnergy Nashik 673,Nashik,6701,0.9,0.86,5.74
HYDRO0927,Hydro Station Kolhapur 927,Kolhapur,10171,0.81,0.8,8.14
WIND1267,Wind Farm Ratnagiri 1267,Ratnagiri,11151,0.77,0.81,9.06
SOL2874,Solar Project Satara 2874,Satara,6701,0.87,0.82,5.5
SOL2875,Solar Project Satara 2875,Satara,11168,0.86,0.8,8.98
WIND1268,Wind Farm Mumbai 1268,Mumbai,14319,0.82,0.8,11.46
SOL2876,Solar Project Pune 2876,Pune,8214,0.81,0.82,6.75
SOL2877,Solar Project Pune 2877,Pune,8114,0.82,0.78,6.32
HYDRO0928,Hydro Station Aurangabad 928,Aurangabad,11932,0.68,0.81,9.67
SOL2878,Solar Project Solapur 2878,Solapur,9258,0.86,0.85,7.85
SOL2879,Solar Project Solapur 2879,Solapur,7123,0.91,0.82,5.81
FOR0635,Afforestation Kolhapur 635,Kolhapur,0,0.7,0.7,8.82
SOL2880,Solar Project Mumbai 2880,Mumbai,7449,0.83,0.81,6.07
FOR0636,Afforestation Nashik 636,Nashik,0,0.74,0.7,9.37
WIND1269,Wind Farm Pune 1269,Pune,10202,0.75,0.84,8.58
FOR0637,Afforestation Nashik 637,Nashik,0,0.7,0.7,8.26
SOL2881,Solar Project Pune 2881,Pune,8765,0.79,0.79,6.95
HYDRO0929,Hydro Station Pune 929,Pune,8236,0.72,0.83,6.81
HYDRO0930,Hydro Station Pune 930,Pune,9917,0.8,0.78,7.72
FOR0638,Afforestation Thane 638,Thane,0,0.69,0.7,10.16
WIND1270,Wind Farm Solapur 1270,Solapur,13105,0.77,0.8,10.49
SOL2882,Solar Project Thane 2882,Thane,14773,0.9,0.82,12.12
SOL2883,Solar Project Aurangabad 2883,Aurangabad,6671,0.89,0.84,5.58
FOR0639,Afforestation Ratnagiri 639,Ratnagiri,0,0.68,0.7,9.94
SOL2884,Solar Project Aurangabad 2884,Aurangabad,8957,0.81,0.82,7.36
SOL2885,Solar Project Satara 2885,Satara,10302,0.85,0.8,8.26
WIND1271,Wind Farm Satara 1271,Satara,12933,0.77,0.83,10.69
WIND1272,Wind Farm Ahmednagar 1272,Ahmednagar,12943,0.79,0.82,10.67
SOL2886,Solar Project Thane 2886,Thane,11814,0.85,0.83,9.76
WIND1273,Wind Farm Kolhapur 1273,Kolhapur,14551,0.78,0.81,11.83
SOL2887,Solar Project Pune 2887,Pune,6241,0.83,0.77,4.81
WIND1274,Wind Farm Ratnagiri 1274,Ratnagiri,14463,0.78,0.79,11.44
SOL2888,Solar Project Nashik 2888,Nashik,10481,0.89,0.81,8.46
SOL2889,Solar Project Mumbai 2889,Mumbai,11485,0.82,0.82,9.44
SOL2890,Solar Project Amravati 2890,Amravati,10744,0.84,0.8,8.62
WIND1275,Wind Farm Satara 1275,Satara,10489,0.64,0.78,8.18
HYDRO0931,Hydro Station Nashik 931,Nashik,10695,0.71,0.81,8.63
BIO0674,BioEnergy Pune 674,Pune,5472,0.88,0.84,4.6
SOL2891,Solar Project Thane 2891,Thane,12035,0.89,0.81,9.7
SOL2892,Solar Project Thane 2892,Thane,10521,0.86,0.82,8.61
SOL2893,Solar Project Nanded 2893,Nanded,10861,0.78,0.8,8.7
HYDRO0932,Hydro Station Kolhapur 932,Kolhapur,10736,0.71,0.85,9.08
SOL2894,Solar Project Satara 2894,Satara,11753,0.91,0.85,9.94
SOL2895,Solar Project Thane 2895,Thane,10369,0.9,0.8,8.32
HYDRO0933,Hydro Station Nagpur 933,Nagpur,9788,0.88,0.82,8.07
SOL2896,Solar Project Nagpur 2896,Nagpur,8734,0.89,0.83,7.23
SOL2897,Solar Project Nanded 2897,Nanded,9224,0.82,0.83,7.61
SOL2898,Solar Project Kolhapur 2898,Kolhapur,6588,0.85,0.82,5.41
SOL2899,Solar Project Aurangabad 2899,Aurangabad,7448,0.88,0.8,5.97
SOL2900,Solar Project Nashik 2900,Nashik,11011,0.88,0.82,9.08
WIND1276,Wind Farm Ahmednagar 1276,Ahmednagar,12396,0.79,0.81,10.05
SOL2901,Solar Project Nashik 2901,Nashik,9596,0.81,0.82,7.86
BIO0675,BioEnergy Nashik 675,Nashik,3469,0.83,0.87,3.01
HYDRO0934,Hydro Station Aurangabad 934,Aurangabad,11285,0.82,0.81,9.16
BIO0676,BioEnergy Pune 676,Pune,6940,0.84,0.86,5.99
WIND1277,Wind Farm Mumbai 1277,Mumbai,10404,0.65,0.84,8.77
HYDRO0935,Hydro Station Kolhapur 935,Kolhapur,10377,0.73,0.81,8.37
SOL2902,Solar Project Pune 2902,Pune,11397,0.82,0.84,9.53
SOL2903,Solar Project Pune 2903,Pune,6647,0.82,0.8,5.29
SOL2904,Solar Project Solapur 2904,Solapur,9355,0.98,0.85,7.96
SOL2905,Solar Project Nashik 2905,Nashik,10347,0.86,0.83,8.56
SOL2906,Solar Project Satara 2906,Satara,7921,0.86,0.84,6.68
SOL2907,Solar Project Solapur 2907,Solapur,9391,0.88,0.81,7.58
WIND1278,Wind Farm Nashik 1278,Nashik,12402,0.77,0.79,9.85
HYDRO0936,Hydro Station Nagpur 936,Nagpur,8941,0.65,0.81,7.2
WIND1279,Wind Farm Satara 1279,Satara,13456,0.73,0.82,11.05
HYDRO0937,Hydro Station Aurangabad 937,Aurangabad,10584,0.65,0.84,8.89
FOR0640,Afforestation Pune 640,Pune,0,0.66,0.7,8.17
WIND1280,Wind Farm Sindhudurg 1280,Sindhudurg,11246,0.76,0.85,9.53
FOR0641,Afforestation Mumbai 641,Mumbai,0,0.7,0.7,9.61
SOL2908,Solar Project Latur 2908,Latur,6469,0.82,0.79,5.14
WIND1281,Wind Farm Ratnagiri 1281,Ratnagiri,11909,0.75,0.79,9.41
SOL2909,Solar Project Thane 2909,Thane,9040,0.84,0.8,7.2
WIND1282,Wind Farm Kolhapur 1282,Kolhapur,12526,0.79,0.84,10.47
BIO0677,BioEnergy Nashik 677,Nashik,3830,0.88,0.87,3.32
SOL2910,Solar Project Nashik 2910,Nashik,10381,0.84,0.81,8.36
HYDRO0938,Hydro Station Nagpur 938,Nagpur,6161,0.78,0.81,4.99
SOL2911,Solar Project Latur 2911,Latur,7743,0.86,0.8,6.16
WIND1283,Wind Farm Solapur 1283,Solapur,10062,0.74,0.85,8.51
FOR0642,Afforestation Mumbai 642,Mumbai,0,0.73,0.7,11.14
SOL2912,Solar Project Latur 2912,Latur,8030,0.85,0.79,6.37
SOL2913,Solar Project Nagpur 2913,Nagpur,10863,0.85,0.78,8.47
SOL2914,Solar Project Nagpur 2914,Nagpur,10255,0.81,0.82,8.43
SOL2915,Solar Project Amravati 2915,Amravati,8045,0.86,0.82,6.59
SOL2916,Solar Project Pune 2916,Pune,12351,0.91,0.78,9.61
HYDRO0939,Hydro Station Pune 939,Pune,8191,0.79,0.81,6.61
HYDRO0940,Hydro Station Nagpur 940,Nagpur,9565,0.68,0.84,8.07
SOL2917,Solar Project Nanded 2917,Nanded,7231,0.82,0.83,5.97
BIO0678,BioEnergy Nashik 678,Nashik,4439,0.87,0.84,3.72
HYDRO0941,Hydro Station Kolhapur 941,Kolhapur,10634,0.79,0.8,8.54
HYDRO0942,Hydro Station Aurangabad 942,Aurangabad,8707,0.76,0.79,6.84
WIND1284,Wind Farm Ratnagiri 1284,Ratnagiri,12391,0.73,0.82,10.2
SOL2918,Solar Project Aurangabad 2918,Aurangabad,5426,0.83,0.83,4.51
SOL2919,Solar Project Mumbai 2919,Mumbai,10802,0.88,0.83,8.98
WIND1285,Wind Farm Solapur 1285,Solapur,11707,0.76,0.77,8.97
SOL2920,Solar Project Latur 2920,Latur,9435,0.84,0.8,7.57
SOL2921,Solar Project Amravati 2921,Amravati,9644,0.82,0.79,7.63
HYDRO0943,Hydro Station Aurangabad 943,Aurangabad,8760,0.7,0.81,7.08
HYDRO0944,Hydro Station Aurangabad 944,Aurangabad,7559,0.76,0.85,6.39
SOL2922,Solar Project Nanded 2922,Nanded,7383,0.76,0.8,5.93
SOL2923,Solar Project Nanded 2923,Nanded,6103,0.83,0.81,4.92
FOR0643,Afforestation Kolhapur 643,Kolhapur,0,0.71,0.7,10.29
SOL2924,Solar Project Amravati 2924,Amravati,12111,0.88,0.81,9.82
SOL2925,Solar Project Solapur 2925,Solapur,9003,0.81,0.81,7.33
WIND1286,Wind Farm Ratnagiri 1286,Ratnagiri,13600,0.8,0.82,11.15
FOR0644,Afforestation Ratnagiri 644,Ratnagiri,0,0.68,0.7,10.34
HYDRO0945,Hydro Station Kolhapur 945,Kolhapur,10433,0.76,0.79,8.26
SOL2926,Solar Project Latur 2926,Latur,11629,0.82,0.81,9.44
WIND1287,Wind Farm Satara 1287,Satara,13482,0.72,0.83,11.13
BIO0679,BioEnergy Kolhapur 679,Kolhapur,2858,0.86,0.87,2.48
FOR0645,Afforestation Mumbai 645,Mumbai,0,0.69,0.7,8.65
SOL2927,Solar Project Pune 2927,Pune,11064,0.78,0.83,9.17
HYDRO0946,Hydro Station Pune 946,Pune,10387,0.77,0.84,8.74
SOL2928,Solar Project Amravati 2928,Amravati,5101,0.91,0.81,4.12
SOL2929,Solar Project Solapur 2929,Solapur,8012,0.79,0.78,6.28
HYDRO0947,Hydro Station Kolhapur 947,Kolhapur,7948,0.8,0.78,6.19
FOR0646,Afforestation Pune 646,Pune,0,0.74,0.7,9.48
WIND1288,Wind Farm Solapur 1288,Solapur,12957,0.79,0.79,10.25
WIND1289,Wind Farm Pune 1289,Pune,13995,0.66,0.77,10.8
FOR0647,Afforestation Thane 647,Thane,0,0.71,0.7,9.01
BIO0680,BioEnergy Nashik 680,Nashik,4199,0.87,0.89,3.75
SOL2930,Solar Project Latur 2930,Latur,9348,0.82,0.77,7.2
SOL2931,Solar Project Solapur 2931,Solapur,6118,0.87,0.79,4.83
SOL2932,Solar Project Nanded 2932,Nanded,5978,0.85,0.81,4.83
BIO0681,BioEnergy Kolhapur 681,Kolhapur,4399,0.91,0.87,3.81
WIND1290,Wind Farm Kolhapur 1290,Kolhapur,11798,0.8,0.79,9.33
SOL2933,Solar Project Satara 2933,Satara,8655,0.88,0.83,7.21
BIO0682,BioEnergy Sangli 682,Sangli,3693,0.88,0.88,3.23
SOL2934,Solar Project Nanded 2934,Nanded,8999,0.78,0.79,7.12
BIO0683,BioEnergy Sangli 683,Sangli,2582,0.89,0.87,2.25
SOL2935,Solar Project Nanded 2935,Nanded,10482,0.9,0.79,8.28
WIND1291,Wind Farm Solapur 1291,Solapur,10910,0.79,0.79,8.57
HYDRO0948,Hydro Station Aurangabad 948,Aurangabad,10000,0.73,0.8,8.02
SOL2936,Solar Project Kolhapur 2936,Kolhapur,8503,0.77,0.83,7.09
WIND1292,Wind Farm Kolhapur 1292,Kolhapur,15019,0.77,0.81,12.18
HYDRO0949,Hydro Station Aurangabad 949,Aurangabad,11765,0.81,0.81,9.52
FOR0648,Afforestation Nashik 648,Nashik,0,0.65,0.7,10.15
WIND1293,Wind Farm Satara 1293,Satara,12160,0.68,0.85,10.35
HYDRO0950,Hydro Station Kolhapur 950,Kolhapur,13950,0.69,0.82,11.44
BIO0684,BioEnergy Sangli 684,Sangli,5500,0.86,0.84,4.64
SOL2937,Solar Project Amravati 2937,Amravati,6291,0.92,0.82,5.13
WIND1294,Wind Farm Kolhapur 1294,Kolhapur,13856,0.73,0.84,11.6
BIO0685,BioEnergy Pune 685,Pune,4596,0.83,0.88,4.04
SOL2938,Solar Project Satara 2938,Satara,6773,0.79,0.84,5.67
SOL2939,Solar Project Satara 2939,Satara,9827,0.81,0.79,7.74
SOL2940,Solar Project Aurangabad 2940,Aurangabad,9171,0.87,0.83,7.62
SOL2941,Solar Project Aurangabad 2941,Aurangabad,9090,0.86,0.81,7.37
WIND1295,Wind Farm Ahmednagar 1295,Ahmednagar,10604,0.75,0.81,8.56
HYDRO0951,Hydro Station Aurangabad 951,Aurangabad,7470,0.75,0.83,6.18
SOL2942,Solar Project Latur 2942,Latur,8787,0.83,0.77,6.77
WIND1296,Wind Farm Satara 1296,Satara,12102,0.76,0.83,10.09
SOL2943,Solar Project Kolhapur 2943,Kolhapur,10859,0.9,0.84,9.08
FOR0649,Afforestation Nashik 649,Nashik,0,0.61,0.7,11.4
SOL2944,Solar Project Satara 2944,Satara,11289,0.87,0.8,9.04
SOL2945,Solar Project Satara 2945,Satara,7416,0.82,0.83,6.12
SOL2946,Solar Project Thane 2946,Thane,10965,0.93,0.77,8.48
WIND1297,Wind Farm Pune 1297,Pune,11752,0.7,0.83,9.74
SOL2947,Solar Project Amravati 2947,Amravati,12779,0.79,0.81,10.4
SOL2948,Solar Project Satara 2948,Satara,11510,0.89,0.82,9.42
SOL2949,Solar Project Thane 2949,Thane,12311,0.9,0.8,9.85
SOL2950,Solar Project Mumbai 2950,Mumbai,8547,0.8,0.83,7.11
WIND1298,Wind Farm Sindhudurg 1298,Sindhudurg,13210,0.76,0.83,10.96
SOL2951,Solar Project Nanded 2951,Nanded,10430,0.88,0.8,8.31
